"month","price","dateSold","livingArea","bedrooms","bathrooms","yearBuilt","elevation","numPhoto","zeroPhoto","recent","roosevelt","combined","goodElem","chars","words","wordLen","r5","r7","r10","parcel","landValue","mf","mfArea","mfBed","mfBath","mfYear","a1","a2","a3","minLotApt","maxDensity","minLotOne","numDwellings","res","midElem","rating","Freq","seasonal","time","timeAbs","pr10","pr7","pr5","pacNSA","pacSA","usNSA","usSA","hiSA"
2018-09-01,1395000,166,2582,3,3,1959,82,-4,1,0,1,77.5,1,694,126,5.50793650793651,0,1,0,8084.7525528,4042.3762764,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,8,0.280230675199216,166.280230675199,214,0,8084.7525528,0,308.13,305.87,265.37,262.48,246.17
2018-09-01,317000,174,501,1,1,1969,21,-4,1,0,0,47,0,509,84,6.05952380952381,0,0,0,7518.6842544,375.93421272,1,501,1,1,1969,0,1,0,10000,0.0019,0,14.28550008336,0,0,5,8,0.145799196919875,174.14579919692,206,0,0,0,308.13,305.87,265.37,262.48,246.17
2018-10-01,2550000,204,4837,6,4,1960,91,-4,1,0,1,85.5,1,719,103,6.98058252427184,0,0,1,13642.3573308,13642.3573308,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,5,-0.361713730729767,203.63828626927,176,13642.3573308,0,0,307.56,307.08,265.27,263.58,244.21
2018-10-01,849000,217,2020,5,3,1922,73,5,0,0,1,62.5,0,291,54,5.38888888888889,0,0,0,4220.0827812,211.00413906,0,0,0,0,0,0,1,0,10000,0.0019,0,8.01815728428,0,1,9,5,-0.559589262410176,216.44041073759,163,0,0,0,307.56,307.08,265.27,263.58,244.21
2018-10-01,1010000,216,1100,3,1,1952,54,-4,1,0,1,85.5,1,697,114,6.1140350877193,0,1,0,6977.6263656,3488.8131828,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,5,-0.545240438540651,215.454759561459,164,0,6977.6263656,0,307.56,307.08,265.27,263.58,244.21
2018-10-01,299000,217,450,0,1,1970,34,-4,1,0,1,62.5,0,285,54,5.27777777777778,0,0,0,11330.1777204,566.50888602,1,450,0,1,1970,0,1,0,10000,0.0019,0,21.52733766876,0,1,9,5,-0.559589262410176,216.44041073759,163,0,0,0,307.56,307.08,265.27,263.58,244.21
2018-10-01,1965000,196,4862,5,5,1976,152,22,0,0,1,77.5,1,3904,585,6.67350427350427,0,0,1,11489.742792,11489.742792,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,5,-0.230305670230612,195.769694329769,184,11489.742792,0,0,307.56,307.08,265.27,263.58,244.21
2018-11-01,2050000,251,4602,4,4,2003,142,53,0,0,1,77.5,1,482,92,5.23913043478261,0,0,1,11501.6307516,11501.6307516,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,2,-0.924290722193093,250.075709277807,129,11501.6307516,0,0,308.19,308.14,265.95,265.01,244.21
2018-11-01,1160000,246,1230,3,2,1950,96,-4,1,0,1,77.5,1,369,62,5.95161290322581,0,0,1,11529.3327336,11529.3327336,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,2,-0.888057322629493,245.111942677371,134,11529.3327336,0,0,308.19,308.14,265.95,265.01,244.21
2018-12-01,740000,281,1441,2,3,1991,43,-4,1,0,1,62.5,0,410,67,6.11940298507463,0,0,0,29243.923236,2924.3923236,1,1441,2,3,1991,1,0,0,7500,9e-04,0,26.3195309124,0,1,9,14,-0.992222209417932,280.007777790582,99,0,0,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,1420000,280,3228,5,3,1948,88,-4,1,0,1,77.5,1,789,124,6.36290322580645,0,1,0,8193.3010236,4096.6505118,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,14,-0.994217906893952,279.005782093106,100,0,8193.3010236,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,1250000,254,2117,4,2,1930,99,-4,1,0,1,77.5,1,295,54,5.46296296296296,0,1,0,5932.5505272,2966.2752636,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,14,-0.942761143390421,253.05723885661,126,0,5932.5505272,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,1164645,260,2233,5,3.5,1945,38,-4,1,0,1,62.5,0,279,51,5.47058823529412,1,0,0,4854.8957292,1213.7239323,1,2233,5,3.5,1945,0,0,0,0,0,5000,4,1,1,9,14,-0.972118196629061,259.027881803371,120,0,0,4854.8957292,307.21,309.32,265.36,265.88,244.21
2018-12-01,888000,281,1847,3,2,1976,75,-4,1,0,1,77.5,1,296,56,5.28571428571429,0,1,0,33646.358196,16823.179098,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,14,-0.992222209417932,280.007777790582,99,0,33646.358196,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,385000,274,713,1,1,1972,66,-4,1,0,1,62.5,0,560,102,5.49019607843137,0,0,0,57881.1223188,2894.05611594,1,713,1,1,1972,0,1,0,10000,0.0019,0,109.97413240572,0,1,9,14,-0.99999073973619,273.000009260264,106,0,0,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,1380000,277,1936,7,5,1922,40,-4,1,0,1,85.5,1,298,54,5.51851851851852,1,0,0,8385.7991976,2096.4497994,0,0,0,0,0,0,0,0,0,0,5000,4,1,0,9,14,-0.998435421155564,276.001564578844,103,0,0,8385.7991976,307.21,309.32,265.36,265.88,244.21
2018-12-01,2000000,281,5180,4,4,2007,65,-4,1,0,1,77.5,1,792,124,6.38709677419355,0,1,0,40598.8164648,20299.4082324,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,14,-0.992222209417932,280.007777790582,99,0,40598.8164648,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,1265000,258,1686,4,3,1957,75,-4,1,0,1,85.5,1,186,30,6.2,0,1,0,7853.1196392,3926.5598196,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,14,-0.963470548564149,257.036529451436,122,0,7853.1196392,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,1100000,258,1466,3,2,1941,85,-4,1,0,1,77.5,1,514,82,6.26829268292683,0,1,0,6451.8332076,3225.9166038,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,14,-0.963470548564149,257.036529451436,122,0,6451.8332076,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,1100000,267,2314,4,4,1952,48,2,0,0,1,62.5,0,548,97,5.64948453608247,1,0,0,5261.1084108,1315.2771027,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,14,-0.993256849267414,266.006743150733,113,0,0,5261.1084108,307.21,309.32,265.36,265.88,244.21
2018-12-01,917500,257,1518,2,2,1990,28,-4,1,0,1,62.5,0,682,107,6.37383177570093,0,0,0,18314.7218496,915.73609248,1,1518,2,2,1990,0,1,0,10000,0.0019,0,34.79797151424,0,1,9,14,-0.958717816987296,256.041282183013,123,0,0,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,300000,265,447,0,1,1960,29,14,0,0,1,62.5,0,285,55,5.18181818181818,0,0,0,9402.33888,470.116944,1,447,0,1,1960,0,1,0,10000,0.0019,0,17.864443872,0,1,9,14,-0.98867759023234,264.011322409768,115,0,0,0,307.21,309.32,265.36,265.88,244.21
2018-12-01,990000,279,1421,3,1,1937,10,16,0,0,1,43,0,527,85,6.2,1,0,0,5068.6272252,1267.1568063,0,0,0,0,0,0,0,0,0,0,5000,4,1,0,6,14,-0.995918996147179,278.004081003853,101,0,0,5068.6272252,307.21,309.32,265.36,265.88,244.21
2019-01-01,780000,309,980,2,2.5,1978,53,0,1,0,1,85.5,1,206,32,6.4375,0,0,0,18314.2296216,1831.42296216,1,980,2,2.5,1978,1,0,0,7500,9e-04,0,16.48280665944,0,0,9,8,-0.821476553302415,308.178523446698,71,0,0,0,308.15,310.21,265.94,267.16,248.62
2019-01-01,1725000,284,3526,5,3,1969,478,-4,1,0,1,62.5,0,117,20,5.85,0,0,0,37374.608502,18687.304251,0,0,0,0,0,0,0,0,0,0,5000,2,0,1,9,8,-0.984473816752092,283.015526183248,96,0,0,0,308.15,310.21,265.94,267.16,248.62
2019-01-01,950000,302,1442,4,2,1935,35,-4,1,0,1,62.5,0,622,99,6.28282828282828,1,0,0,3452.1687684,863.0421921,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,8,-0.884067509943364,301.115932490057,78,0,0,3452.1687684,308.15,310.21,265.94,267.16,248.62
2019-01-01,1105000,313,1636,3,3,1937,110,-4,1,0,1,62.5,0,298,55,5.41818181818182,0,0,1,12872.559348,12872.559348,0,0,0,0,0,0,0,0,0,0,10000,1,1,1,9,8,-0.780295851070776,312.219704148929,67,12872.559348,0,0,308.15,310.21,265.94,267.16,248.62
2019-01-01,1935000,298,3068,4,3,1929,102,-4,1,0,1,85.5,1,699,103,6.78640776699029,0,0,1,9992.7428436,9992.7428436,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,8,-0.914127988185334,297.085872011815,82,9992.7428436,0,0,308.15,310.21,265.94,267.16,248.62
2019-01-01,1275000,286,1464,4,3,2011,202,-4,1,0,1,77.5,1,767,135,5.68148148148148,0,0,1,10288.013868,10288.013868,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,8,-0.977848341505657,285.022151658494,94,10288.013868,0,0,308.15,310.21,265.94,267.16,248.62
2019-01-01,624502,298,800,3,1.5,1951,28,5,0,0,1,62.5,0,138,21,6.57142857142857,0,0,0,7368.6557736,368.43278868,1,800,3,1.5,1951,0,1,0,10000,0.0019,0,14.00044596984,0,1,9,8,-0.914127988185334,297.085872011815,82,0,0,0,308.15,310.21,265.94,267.16,248.62
2019-01-01,245000,302,592,1,1,1954,17,3,0,0,0,47,0,486,92,5.28260869565217,0,0,0,7848.196488,392.4098244,1,592,1,1,1954,0,1,0,10000,0.0019,0,14.9115733272,0,0,5,8,-0.884067509943364,301.115932490057,78,0,0,0,308.15,310.21,265.94,267.16,248.62
2019-02-01,1150000,326,1904,4,3,1992,142,-4,1,0,1,85.5,1,747,125,5.976,0,0,1,11457.4308552,11457.4308552,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,5,-0.622046748440868,325.377953251559,54,11457.4308552,0,0,310.5,310.84,267.85,268.47,248.62
2019-02-01,1820000,329,3859,4,3,2005,151,-4,1,0,1,77.5,1,41,4,10.25,0,0,1,10219.6020168,10219.6020168,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,5,-0.580800273453801,328.419199726546,51,10219.6020168,0,0,310.5,310.84,267.85,268.47,248.62
2019-02-01,1050000,341,2401,4,4,1960,119,-4,1,0,1,77.5,1,749,121,6.1900826446281,0,1,0,7498.2432888,3749.1216444,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,5,-0.401487989205974,340.598512010794,39,0,7498.2432888,0,310.5,310.84,267.85,268.47,248.62
2019-02-01,1600000,337,3392,6,4,1917,61,-4,1,0,1,85.5,1,294,54,5.44444444444444,0,1,0,11429.420904,5714.710452,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,5,-0.463550270902851,336.536449729097,43,0,11429.420904,0,310.5,310.84,267.85,268.47,248.62
2019-02-01,1117500,315,1213,3,2,1927,49,-4,1,0,1,85.5,1,748,111,6.73873873873874,1,0,0,4498.4255184,1124.6063796,0,0,0,0,0,0,0,0,0,0,5000,4,1,0,9,5,-0.758305808478563,314.241694191521,65,0,0,4498.4255184,310.5,310.84,267.85,268.47,248.62
2019-03-01,1690000,370,3958,5,5,1960,95,-4,1,0,1,77.5,1,754,117,6.44444444444444,0,1,0,7955.0313084,3977.5156542,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,9,0.0859647987374462,370.085964798737,10,0,7955.0313084,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,325000,351,588,1,1,1987,27,-4,1,0,1,62.5,0,279,53,5.26415094339623,0,0,0,19991.6306964,999.58153482,1,588,1,1,1987,0,1,0,10000,0.0019,0,37.98409832316,0,1,9,9,-0.238672766005951,350.761327233994,29,0,0,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,290000,344,591,2,1,1976,19,6,0,0,0,47,0,406,64,6.34375,0,0,0,10655.7395472,532.78697736,1,591,2,1,1976,0,1,0,10000,0.0019,0,20.24590513968,0,0,5,9,-0.353676122176372,343.646323877824,36,0,0,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,850000,354,1232,2,2,2008,50,10,0,0,1,62.5,0,292,54,5.40740740740741,0,0,0,12244.598388,612.2299194,0,0,0,0,0,0,1,0,10000,0.0019,0,23.2647369372,0,1,9,9,-0.188226709843245,353.811773290157,26,0,0,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1368000,358,1500,3,3,1938,103,18,0,0,1,62.5,0,797,128,6.2265625,0,0,1,10763.0273916,10763.0273916,0,0,0,0,0,0,0,0,0,0,10000,1,1,1,9,9,-0.120208044899354,357.879791955101,22,10763.0273916,0,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1225000,356,1820,4,1,1912,63,-4,1,0,1,85.5,1,296,54,5.48148148148148,0,1,0,9030.044628,4515.022314,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,9,-0.154308820664282,355.845691179336,24,0,9030.044628,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1050000,351,1216,3,2,1963,73,-4,1,0,1,77.5,1,527,102,5.16666666666667,0,1,0,11855.1497724,5927.5748862,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,9,-0.238672766005951,350.761327233994,29,0,11855.1497724,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1200000,350,1777,4,3,1941,48,-4,1,0,1,85.5,1,411,68,6.04411764705882,0,1,0,8199.4342716,4099.7171358,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,9,-0.255353295116187,349.744646704884,30,0,8199.4342716,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1900000,349,4537,7,5,1926,91,-4,1,0,1,85.5,1,299,54,5.53703703703704,0,0,1,14169.684672,14169.684672,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,9,-0.271958157534106,348.728041842466,31,14169.684672,0,0,314.11,312.26,270.62,269.12,248.62
2019-04-01,1405000,393,2723,6,3,1926,54,-4,1,0,1,85.5,1,599,100,5.99,0,1,0,4691.3362056,2345.6681028,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,2,0.46355027090285,393.463550270903,13,0,4691.3362056,0,317.53,314.1,273.72,270.91,247.62
2019-04-01,1450000,386,2141,4,3,1941,104,-4,1,0,1,62.5,0,291,54,5.38888888888889,0,0,1,8515.5696648,8515.5696648,0,0,0,0,0,0,0,0,0,0,10000,1,1,1,9,2,0.353676122176371,386.353676122176,6,8515.5696648,0,0,317.53,314.1,273.72,270.91,247.62
2019-05-01,1155000,426,1937,4,3,1960,64,-4,1,0,1,77.5,1,291,54,5.38888888888889,0,1,0,7524.0673992,3762.0336996,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,6,0.867456354729596,426.86745635473,46,0,7524.0673992,0,320.95,316.47,276.66,272.29,247.62
2019-05-01,295000,424,464,1,1,1974,16,-4,1,0,0,47,0,285,55,5.18181818181818,0,0,0,7893.4927896,394.67463948,1,464,1,1,1974,0,1,0,10000,0.0019,0,14.99763630024,0,0,5,6,0.849817091527527,424.849817091528,44,0,0,0,320.95,316.47,276.66,272.29,247.62
